国家,累计死亡人数
美国,80715.0
英国,31855.0
意大利,30560.0
西班牙,26621.0
法国,26380.0
巴西,11123.0
比利时,8656.0
德国,7560.0
伊朗,6640.0
荷兰,5440.0
加拿大,4870.0
中国,4643.0
土耳其,3786.0
墨西哥,3353.0
瑞典,3225.0
其他,28157.0
